Date,High,Low,Open,Close,Volume,Adj Close,Name
2016-01-01,860.6666870117188,848.3666381835938,852.6666870117188,859.4666748046875,1127733.0,766.01904296875,LT.NS
2016-01-04,859.9666748046875,835.5333251953125,857.3333129882812,837.2999877929688,2767263.0,746.2625122070312,LT.NS
2016-01-05,846.0,835.0,841.8666381835938,837.933349609375,2470134.0,746.8269653320312,LT.NS
2016-01-06,839.8666381835938,823.3333129882812,839.3333129882812,824.566650390625,2728635.0,734.9136352539062,LT.NS
2016-01-07,818.9000244140625,800.0,818.7666625976562,804.2666625976562,4689760.0,716.82080078125,LT.NS
2016-01-08,811.2666625976562,783.3333129882812,810.066650390625,786.066650390625,5356012.0,700.5997314453125,LT.NS
2016-01-11,789.933349609375,763.3666381835938,774.6666870117188,782.2333374023438,4304283.0,697.18310546875,LT.NS
2016-01-12,800.0,782.1666870117188,790.9000244140625,786.0999755859375,4095195.0,700.6293334960938,LT.NS
2016-01-13,796.0,752.066650390625,796.0,771.1666870117188,5619939.0,687.3197021484375,LT.NS
2016-01-14,770.0,740.066650390625,756.2666625976562,756.433349609375,5099718.0,674.188232421875,LT.NS
2016-01-15,761.0,733.3333129882812,759.933349609375,738.5999755859375,3987867.0,658.2939453125,LT.NS
2016-01-18,740.0,716.0,737.3333129882812,722.3666381835938,4166632.0,643.8255004882812,LT.NS
2016-01-19,755.0,712.7333374023438,722.8666381835938,748.6333618164062,4372536.0,667.2364501953125,LT.NS
2016-01-20,748.3333129882812,718.2333374023438,733.9666748046875,744.066650390625,5856754.0,663.1661376953125,LT.NS
2016-01-21,758.4000244140625,727.4000244140625,753.3333129882812,735.1333618164062,3802062.0,655.2042846679688,LT.NS
2016-01-22,763.3333129882812,740.2000122070312,743.933349609375,761.4666748046875,3694869.0,678.67431640625,LT.NS
2016-01-25,771.9000244140625,739.2666625976562,767.3333129882812,742.7666625976562,2472816.0,662.0074462890625,LT.NS
2016-01-27,748.0,731.7666625976562,748.0,738.5333251953125,2618145.0,658.234619140625,LT.NS
2016-01-28,735.6666870117188,713.3333129882812,734.0,716.3333129882812,5794726.0,638.4483032226562,LT.NS
2016-01-29,739.3333129882812,713.4666748046875,716.0,734.433349609375,4848987.0,654.580322265625,LT.NS
2016-02-01,772.6333618164062,740.066650390625,750.0,748.0333251953125,7053951.0,666.7015380859375,LT.NS
2016-02-02,763.3333129882812,740.6666870117188,749.3333129882812,747.933349609375,4505643.0,666.6124877929688,LT.NS
2016-02-03,746.6666870117188,728.2000122070312,737.8666381835938,739.2000122070312,3731595.0,658.8286743164062,LT.NS
2016-02-04,766.566650390625,745.4666748046875,746.0,757.1333618164062,5956549.0,674.8121948242188,LT.NS
2016-02-05,768.0,751.0333251953125,761.2000122070312,759.933349609375,4000879.0,677.3078002929688,LT.NS
2016-02-08,771.9000244140625,746.933349609375,760.6666870117188,753.5333251953125,2539246.0,671.6035766601562,LT.NS
2016-02-09,751.9666748046875,734.933349609375,743.3333129882812,742.7999877929688,2523124.0,662.0372924804688,LT.NS
2016-02-10,753.3333129882812,735.3333129882812,738.4666748046875,747.066650390625,3203877.0,665.840087890625,LT.NS
2016-02-11,750.1666870117188,719.3333129882812,745.7999877929688,728.2666625976562,4395021.0,649.0841064453125,LT.NS
2016-02-12,735.0,677.3666381835938,733.066650390625,702.433349609375,6160240.0,626.0595703125,LT.NS
2016-02-15,769.7999877929688,709.7000122070312,714.8666381835938,766.2666625976562,5939226.0,682.9524536132812,LT.NS
2016-02-16,771.933349609375,732.8666381835938,771.933349609375,736.0,3548740.0,655.9766235351562,LT.NS
2016-02-17,755.7999877929688,721.433349609375,737.066650390625,748.2999877929688,3479412.0,666.939208984375,LT.NS
2016-02-18,783.2999877929688,755.3333129882812,756.2666625976562,766.433349609375,5457168.0,683.10107421875,LT.NS
2016-02-19,779.2666625976562,754.2666625976562,764.0999755859375,767.0,3036894.0,683.6060180664062,LT.NS
2016-02-22,778.8333129882812,760.1333618164062,766.6666870117188,766.5,2054481.0,683.160400390625,LT.NS
2016-02-23,770.6666870117188,750.066650390625,770.1666870117188,753.433349609375,2045679.0,671.5145263671875,LT.NS
2016-02-24,753.3333129882812,740.0,748.0,741.933349609375,1816150.0,661.2648315429688,LT.NS
2016-02-25,746.6666870117188,721.3333129882812,745.3333129882812,724.2999877929688,2655282.0,645.5487670898438,LT.NS
2016-02-26,745.0,728.2000122070312,728.3333129882812,740.433349609375,2277972.0,659.9278564453125,LT.NS
2016-02-29,749.0,702.0333251953125,742.6666870117188,717.3333129882812,5500993.0,639.3394775390625,LT.NS
2016-03-01,752.6666870117188,720.6666870117188,724.6666870117188,749.2999877929688,3647113.0,667.8305053710938,LT.NS
2016-03-02,767.2666625976562,755.4666748046875,762.0,758.5999755859375,3652203.0,676.1193237304688,LT.NS
2016-03-03,807.4666748046875,756.2999877929688,765.933349609375,804.7333374023438,5552958.0,717.2366943359375,LT.NS
2016-03-04,815.9666748046875,791.3333129882812,810.0,795.4666748046875,3438969.0,708.9776000976562,LT.NS
2016-03-08,808.0,782.1333618164062,800.6666870117188,791.6333618164062,3022782.0,705.5611572265625,LT.NS
2016-03-09,813.3333129882812,785.3333129882812,788.2666625976562,808.566650390625,3121141.0,720.6532592773438,LT.NS
2016-03-10,814.3333129882812,787.5,809.3333129882812,790.7666625976562,2932767.0,704.7886962890625,LT.NS
2016-03-11,801.3333129882812,780.8666381835938,792.6333618164062,790.433349609375,2996377.0,704.4915771484375,LT.NS
2016-03-14,804.433349609375,785.1333618164062,798.0,789.4666748046875,2726301.0,703.6300659179688,LT.NS
2016-03-15,798.566650390625,783.7000122070312,792.4666748046875,787.1666870117188,2444158.0,701.580078125,LT.NS
2016-03-16,794.4666748046875,776.5999755859375,791.3333129882812,788.7999877929688,2704711.0,703.0357055664062,LT.NS
2016-03-17,803.3333129882812,789.6333618164062,798.6666870117188,795.5,3872653.0,709.00732421875,LT.NS
2016-03-18,802.0,793.4000244140625,799.3333129882812,799.5333251953125,2566830.0,712.6021728515625,LT.NS
2016-03-21,821.7000122070312,796.2333374023438,800.6666870117188,818.7666625976562,3575446.0,729.7442626953125,LT.NS
2016-03-22,830.0,814.6666870117188,822.6666870117188,824.8666381835938,2979816.0,735.1810302734375,LT.NS
2016-03-23,832.6666870117188,820.2000122070312,826.6666870117188,828.3666381835938,2438136.0,738.3004760742188,LT.NS
2016-03-28,830.7999877929688,798.7000122070312,827.3333129882812,804.2333374023438,3717456.0,716.7911987304688,LT.NS
2016-03-29,810.7000122070312,793.3333129882812,805.3333129882812,795.9666748046875,2703178.0,709.42333984375,LT.NS
2016-03-30,821.2666625976562,801.0,805.3333129882812,818.7000122070312,2874000.0,729.684814453125,LT.NS
2016-03-31,820.0,807.6666870117188,817.2999877929688,811.1333618164062,4945963.0,722.94091796875,LT.NS
2016-04-01,832.2000122070312,808.0,808.0,825.2666625976562,2539944.0,735.5375366210938,LT.NS
