Date,High,Low,Open,Close,Volume,Adj Close,Name
2016-01-01,504.666259765625,499.36651611328125,500.15899658203125,502.9079284667969,2499742.0,484.996337890625,RELIANCE.NS
2016-01-04,502.14019775390625,488.7174377441406,497.7815246582031,492.9770812988281,13923887.0,475.41925048828125,RELIANCE.NS
2016-01-05,500.258056640625,493.819091796875,495.4535827636719,497.8558349609375,6897687.0,480.1242370605469,RELIANCE.NS
2016-01-06,514.32470703125,495.50311279296875,499.0693359375,511.2538146972656,12349673.0,493.04498291015625,RELIANCE.NS
2016-01-07,509.1735534667969,499.2922058105469,505.7311706542969,501.8677978515625,9109980.0,483.9932861328125,RELIANCE.NS
2016-01-08,511.60052490234375,503.57659912109375,505.2110900878906,508.0591125488281,9836038.0,489.964111328125,RELIANCE.NS
2016-01-11,525.4195556640625,500.75335693359375,503.2051086425781,520.8627319335938,13391084.0,502.3116455078125,RELIANCE.NS
2016-01-12,527.6979370117188,515.6620483398438,522.5467529296875,517.8165893554688,10786810.0,499.3740539550781,RELIANCE.NS
2016-01-13,539.7586059570312,518.6834106445312,521.605712890625,533.3692016601562,33136776.0,514.3727416992188,RELIANCE.NS
2016-01-14,535.4246826171875,521.5809326171875,526.9302368164062,525.840576171875,12840397.0,507.1122741699219,RELIANCE.NS
2016-01-15,539.6348266601562,527.7969970703125,529.8525390625,531.61083984375,13276112.0,512.6770629882812,RELIANCE.NS
2016-01-18,536.8858642578125,499.3169860839844,532.452880859375,503.65087890625,12578025.0,485.7128601074219,RELIANCE.NS
2016-01-19,519.97119140625,502.288818359375,509.6688537597656,516.9003295898438,9917315.0,498.49041748046875,RELIANCE.NS
2016-01-20,512.5911254882812,490.3519592285156,512.5911254882812,497.55865478515625,20820207.0,479.8376159667969,RELIANCE.NS
2016-01-21,508.0591125488281,483.764404296875,503.99761962890625,487.47918701171875,14661212.0,470.11712646484375,RELIANCE.NS
2016-01-22,500.75335693359375,492.3579406738281,492.3579406738281,497.3605041503906,10929538.0,479.646484375,RELIANCE.NS
2016-01-25,504.59197998046875,495.30499267578125,500.258056640625,497.2614440917969,6045446.0,479.55096435546875,RELIANCE.NS
2016-01-27,500.258056640625,493.7943115234375,499.3169860839844,494.9830627441406,7961346.0,477.3537292480469,RELIANCE.NS
2016-01-28,506.1026611328125,493.8686218261719,495.80029296875,503.6756591796875,10648939.0,485.73675537109375,RELIANCE.NS
2016-01-29,515.1171875,504.2204895019531,504.6910400390625,512.8388061523438,8850257.0,494.57354736328125,RELIANCE.NS
