DisplayDate,Open,High,Low,Close,Volume,OI
2021-07-30 15:29:00,34594.3,34604.8,34572.8,34576.15,0,0
2021-07-30 15:28:00,34607.5,34609.1,34573.75,34595.9,0,0
2021-07-30 15:27:00,34603,34605.6,34598.9,34601.85,0,0
2021-07-30 15:26:00,34595.8,34606.4,34595.3,34604.75,0,0
2021-07-30 15:25:00,34620.7,34622.35,34594.25,34598.75,0,0
2021-07-30 15:24:00,34609,34622.75,34602.1,34622.7,0,0
2021-07-30 15:23:00,34604.9,34608.65,34600.95,34608.65,0,0
2021-07-30 15:22:00,34610.1,34613.55,34602.45,34602.75,0,0
2021-07-30 15:21:00,34617.65,34619.9,34601.95,34609.75,0,0
2021-07-30 15:20:00,34582.5,34616.75,34581.35,34616.75,0,0
2021-07-30 15:19:00,34587.1,34587.55,34578.25,34581.6,0,0
2021-07-30 15:18:00,34589.15,34594.85,34582.6,34582.6,0,0
2021-07-30 15:17:00,34578.3,34587.5,34575.95,34586.8,0,0
2021-07-30 15:16:00,34573.5,34582.25,34571.75,34578,0,0
2021-07-30 15:15:00,34573.5,34575.55,34565.2,34575.55,0,0
2021-07-30 15:14:00,34561.9,34572.9,34561.9,34572.35,0,0
2021-07-30 15:13:00,34566.9,34574.4,34558.15,34563.1,0,0
2021-07-30 15:12:00,34566.9,34567.85,34557.4,34567.85,0,0
2021-07-30 15:11:00,34567.2,34572.55,34562.2,34567.85,0,0
2021-07-30 15:10:00,34559.8,34571.25,34543.95,34570.45,0,0
2021-07-30 15:09:00,34563,34567.5,34554.45,34561.05,0,0
2021-07-30 15:08:00,34578.7,34580.6,34558.15,34565.1,0,0
2021-07-30 15:07:00,34600.4,34600.4,34578.9,34579.4,0,0
2021-07-30 15:06:00,34597.7,34602.45,34589.8,34596.35,0,0
2021-07-30 15:05:00,34608.9,34619.55,34590.05,34600.2,0,0
2021-07-30 15:04:00,34578.1,34609.2,34577.85,34608.5,0,0
2021-07-30 15:03:00,34575.4,34592.7,34571.15,34580.6,0,0
2021-07-30 15:02:00,34579.1,34581.6,34566.3,34573.6,0,0
2021-07-30 15:01:00,34543.05,34579.15,34541.85,34579.15,0,0
2021-07-30 15:00:00,34570.75,34571.7,34533.2,34542.05,0,0
2021-07-30 14:59:00,34563.8,34578.5,34560.35,34576.25,0,0
2021-07-30 14:58:00,34570.9,34576.3,34560.5,34563.65,0,0
2021-07-30 14:57:00,34572.3,34575.3,34564.45,34569.75,0,0
2021-07-30 14:56:00,34571.3,34571.3,34559.75,34569.9,0,0
2021-07-30 14:55:00,34559.6,34572.25,34551.05,34570.6,0,0
2021-07-30 14:54:00,34564.8,34568.85,34549.45,34563.4,0,0
2021-07-30 14:53:00,34564.05,34568.45,34552.3,34568.45,0,0
2021-07-30 14:52:00,34576.5,34578.6,34559.4,34566.75,0,0
2021-07-30 14:51:00,34553.45,34581.3,34553.45,34574.4,0,0
2021-07-30 14:50:00,34568.2,34568.2,34542.1,34553.7,0,0
2021-07-30 14:49:00,34597.9,34603.75,34564.15,34567.05,0,0
2021-07-30 14:48:00,34644.2,34644.2,34593.45,34595.3,0,0
2021-07-30 14:47:00,34639.8,34650.5,34639.25,34642.5,0,0
2021-07-30 14:46:00,34652.6,34653.7,34634.9,34639.25,0,0
2021-07-30 14:45:00,34654.85,34657.95,34651.9,34651.9,0,0
2021-07-30 14:44:00,34650.15,34662.1,34649.75,34656.05,0,0
2021-07-30 14:43:00,34640.3,34649.3,34635.65,34649.3,0,0
2021-07-30 14:42:00,34649.2,34650.2,34631.15,34640.2,0,0
2021-07-30 14:41:00,34662.45,34662.45,34647.7,34650.4,0,0
2021-07-30 14:40:00,34644.35,34663.75,34644.35,34661.85,0,0
2021-07-30 14:39:00,34642.95,34648.65,34640.15,34643.85,0,0
2021-07-30 14:38:00,34657.05,34664.4,34645.65,34647.25,0,0
2021-07-30 14:37:00,34650.25,34659.2,34640.3,34657.8,0,0
2021-07-30 14:36:00,34660.65,34662.05,34648.1,34650.35,0,0
2021-07-30 14:35:00,34655.2,34664.65,34655.2,34660.05,0,0
2021-07-30 14:34:00,34651.15,34656.2,34647.15,34656.2,0,0
2021-07-30 14:33:00,34658.7,34660.9,34648.15,34651.35,0,0
2021-07-30 14:32:00,34634.1,34659.3,34634.1,34659.3,0,0
2021-07-30 14:31:00,34665.15,34666.4,34631.9,34631.9,0,0
2021-07-30 14:30:00,34677.75,34680.85,34664.7,34665.6,0,0
2021-07-30 14:29:00,34660.05,34678.85,34656.55,34678.85,0,0
2021-07-30 14:28:00,34669.55,34673.3,34653.85,34659.95,0,0
2021-07-30 14:27:00,34673.05,34677.45,34665.05,34672.65,0,0
2021-07-30 14:26:00,34680.65,34683.8,34671.7,34673.6,0,0
2021-07-30 14:25:00,34698.4,34700.45,34672.1,34679.65,0,0
2021-07-30 14:24:00,34702.1,34702.8,34694.1,34699.05,0,0
2021-07-30 14:23:00,34704.8,34707.6,34689.85,34698.9,0,0
2021-07-30 14:22:00,34717.55,34722.75,34706.3,34708.05,0,0
2021-07-30 14:21:00,34700.85,34719.7,34700.85,34719.35,0,0
2021-07-30 14:20:00,34708.2,34712.6,34699.3,34701.45,0,0
2021-07-30 14:19:00,34694.4,34712.35,34694.4,34706.75,0,0
2021-07-30 14:18:00,34693.5,34698.3,34683.85,34696.85,0,0
2021-07-30 14:17:00,34704.7,34707.95,34694.9,34694.9,0,0
2021-07-30 14:16:00,34699.05,34707.4,34694.7,34702.8,0,0
2021-07-30 14:15:00,34707.15,34711.2,34699.25,34700.05,0,0
2021-07-30 14:14:00,34697.25,34713.55,34693.95,34704.55,0,0
2021-07-30 14:13:00,34683.95,34697.75,34681.55,34697.05,0,0
2021-07-30 14:12:00,34698.3,34698.8,34682.65,34687.65,0,0
2021-07-30 14:11:00,34706.3,34709.05,34696.35,34697.65,0,0
2021-07-30 14:10:00,34704.85,34709.85,34702.25,34706.55,0,0
2021-07-30 14:09:00,34706.95,34719.1,34702.1,34703,0,0
2021-07-30 14:08:00,34708.1,34710.25,34690.15,34698.9,0,0
2021-07-30 14:07:00,34710.35,34718.25,34706.45,34713.45,0,0
2021-07-30 14:06:00,34691.45,34711.55,34689.1,34709.05,0,0
2021-07-30 14:05:00,34700.75,34705.4,34682.25,34691.05,0,0
2021-07-30 14:04:00,34688.15,34705.65,34683.5,34701.65,0,0
2021-07-30 14:03:00,34706.8,34709.95,34687.35,34687.9,0,0
2021-07-30 14:02:00,34712.2,34716.55,34707.7,34709.1,0,0
2021-07-30 14:01:00,34718.45,34722.25,34702.95,34705.45,0,0
2021-07-30 14:00:00,34732.6,34737.65,34717.95,34719.15,0,0
2021-07-30 13:59:00,34723.3,34732.85,34721.7,34730.8,0,0
2021-07-30 13:58:00,34712.45,34734.85,34712.45,34724.55,0,0
2021-07-30 13:57:00,34724.15,34737.55,34709.25,34714.15,0,0
2021-07-30 13:56:00,34715.25,34733.85,34713.2,34720.5,0,0
2021-07-30 13:55:00,34708.65,34715.4,34698.35,34715.4,0,0
2021-07-30 13:54:00,34677.3,34709.85,34674,34705.8,0,0
2021-07-30 13:53:00,34684.25,34684.25,34673.9,34675.8,0,0
2021-07-30 13:52:00,34681.6,34690.1,34677.2,34682.95,0,0
2021-07-30 13:51:00,34677.7,34695.85,34672.7,34682.95,0,0
2021-07-30 13:50:00,34683,34684.35,34670.65,34672,0,0
2021-07-30 13:49:00,34658.75,34687.7,34658.75,34682.7,0,0
2021-07-30 13:48:00,34665.7,34667.5,34647.9,34662.9,0,0
2021-07-30 13:47:00,34656.15,34670.45,34654.35,34665.8,0,0
2021-07-30 13:46:00,34645.45,34661.1,34644.6,34655.45,0,0
2021-07-30 13:45:00,34634.75,34661.05,34634.75,34644.1,0,0
2021-07-30 13:44:00,34611.2,34652.1,34611.2,34631.3,0,0
2021-07-30 13:43:00,34603.6,34621.1,34600.75,34611.3,0,0
2021-07-30 13:42:00,34599.75,34603.5,34594.05,34603.5,0,0
2021-07-30 13:41:00,34600.3,34604.5,34595.4,34599.25,0,0
2021-07-30 13:40:00,34575.05,34601.05,34573.25,34600.25,0,0
2021-07-30 13:39:00,34576.3,34583.85,34571.3,34574.15,0,0
2021-07-30 13:38:00,34566.95,34577.35,34566.3,34573.9,0,0
2021-07-30 13:37:00,34572.1,34573.95,34564,34567.25,0,0
2021-07-30 13:36:00,34584.15,34586.25,34568.15,34571.65,0,0
2021-07-30 13:35:00,34581.45,34586.7,34579.85,34585,0,0
2021-07-30 13:34:00,34574.9,34582.75,34571.25,34582.75,0,0
2021-07-30 13:33:00,34569.8,34582,34568.85,34574.7,0,0
2021-07-30 13:32:00,34569.75,34571.75,34563.5,34569.95,0,0
2021-07-30 13:31:00,34570.6,34573.3,34563.5,34570.65,0,0
2021-07-30 13:30:00,34597.1,34597.1,34545.9,34571.35,0,0
2021-07-30 13:29:00,34597.65,34597.9,34588.3,34595.8,0,0
2021-07-30 13:28:00,34606.45,34609.5,34592.65,34596.15,0,0
2021-07-30 13:27:00,34604.8,34610.05,34602.8,34609.15,0,0
2021-07-30 13:26:00,34598.5,34613,34597.5,34605.4,0,0
2021-07-30 13:25:00,34591.25,34602.25,34590.55,34597.25,0,0
2021-07-30 13:24:00,34595.5,34596.75,34587.05,34592.05,0,0
2021-07-30 13:23:00,34588.2,34595.55,34583.45,34595.55,0,0
2021-07-30 13:22:00,34588.2,34592.45,34584.85,34591.1,0,0
2021-07-30 13:21:00,34588.1,34593.9,34586.25,34588.45,0,0
2021-07-30 13:20:00,34591,34592.25,34583.65,34588.1,0,0
2021-07-30 13:19:00,34592.4,34595.8,34589.05,34590.55,0,0
2021-07-30 13:18:00,34591.15,34594.75,34587.1,34589.15,0,0
2021-07-30 13:17:00,34592.9,34598.5,34583.65,34588.8,0,0
2021-07-30 13:16:00,34588.6,34593.9,34583.35,34593.45,0,0
2021-07-30 13:15:00,34595.55,34598.45,34584.2,34588.45,0,0
2021-07-30 13:14:00,34599.75,34603.25,34594.15,34596.35,0,0
2021-07-30 13:13:00,34601.9,34605.85,34598.25,34601.15,0,0
2021-07-30 13:12:00,34600.85,34603.9,34597.3,34601.9,0,0
2021-07-30 13:11:00,34590.3,34602.3,34590.3,34600.9,0,0
2021-07-30 13:10:00,34592.35,34602.7,34590.4,34592.95,0,0
2021-07-30 13:09:00,34603.75,34604.4,34591.2,34595.1,0,0
2021-07-30 13:08:00,34598.8,34603.9,34597.35,34603.3,0,0
2021-07-30 13:07:00,34585.95,34600.75,34581.1,34600.75,0,0
2021-07-30 13:06:00,34592.9,34594.3,34581.55,34582.25,0,0
2021-07-30 13:05:00,34594.65,34597.55,34591,34592,0,0
2021-07-30 13:04:00,34595.75,34600,34588.4,34595.05,0,0
2021-07-30 13:03:00,34594.95,34598.55,34591.65,34594.7,0,0
2021-07-30 13:02:00,34592,34597.3,34586.5,34595.95,0,0
2021-07-30 13:01:00,34603.8,34607.95,34592.9,34593.35,0,0
2021-07-30 13:00:00,34600.5,34612.75,34599.9,34601.6,0,0
2021-07-30 12:59:00,34592.9,34603.05,34590.25,34602.95,0,0
2021-07-30 12:58:00,34597.85,34601.85,34587.8,34591.8,0,0
2021-07-30 12:57:00,34606.6,34609.8,34596.35,34599.4,0,0
2021-07-30 12:56:00,34593,34608.35,34587.85,34604.55,0,0
2021-07-30 12:55:00,34610.55,34611.75,34588.85,34592.85,0,0
2021-07-30 12:54:00,34611.65,34620.15,34608.75,34609.3,0,0
2021-07-30 12:53:00,34616.85,34621.95,34612.1,34612.35,0,0
2021-07-30 12:52:00,34624.45,34626.45,34611.75,34619.25,0,0
2021-07-30 12:51:00,34629.2,34636.3,34616.2,34622.95,0,0
2021-07-30 12:50:00,34630.7,34638,34629.15,34634,0,0
2021-07-30 12:49:00,34626.7,34631.1,34617,34631.1,0,0
2021-07-30 12:48:00,34615.35,34629.15,34613.25,34628.25,0,0
2021-07-30 12:47:00,34612,34618.95,34610.8,34617.1,0,0
2021-07-30 12:46:00,34633.5,34637.55,34612.05,34614.6,0,0
2021-07-30 12:45:00,34627.6,34642,34626.7,34631.45,0,0
2021-07-30 12:44:00,34605.95,34631.2,34605.95,34624.65,0,0
2021-07-30 12:43:00,34601.1,34608.4,34597.35,34608.4,0,0
2021-07-30 12:42:00,34593.25,34603.2,34593.05,34600.25,0,0
2021-07-30 12:41:00,34594.55,34597,34588.5,34594.7,0,0
2021-07-30 12:40:00,34588.8,34596.95,34585.85,34595.8,0,0
2021-07-30 12:39:00,34586.05,34591.3,34582.1,34586.45,0,0
2021-07-30 12:38:00,34573.4,34586.65,34573.4,34586.65,0,0
2021-07-30 12:37:00,34588.6,34590.3,34574.25,34574.25,0,0
2021-07-30 12:36:00,34576.8,34589.7,34576.8,34589.6,0,0
2021-07-30 12:35:00,34584.4,34600.8,34566.4,34577.05,0,0
2021-07-30 12:34:00,34582.6,34586.3,34577.55,34585.65,0,0
2021-07-30 12:33:00,34577.6,34585.1,34577.6,34584.05,0,0
2021-07-30 12:32:00,34585.25,34587.5,34576.45,34578.9,0,0
2021-07-30 12:31:00,34579.05,34586.85,34574.7,34585.85,0,0
2021-07-30 12:30:00,34568.65,34579.8,34568.65,34577.2,0,0
2021-07-30 12:29:00,34579.1,34582.05,34568.65,34570.95,0,0
2021-07-30 12:28:00,34575.5,34581.05,34564.6,34581.05,0,0
2021-07-30 12:27:00,34579.7,34583.3,34573,34578.55,0,0
2021-07-30 12:26:00,34578.55,34586.15,34576.3,34583.5,0,0
2021-07-30 12:25:00,34578.85,34584.85,34575.6,34581.15,0,0
2021-07-30 12:24:00,34583.15,34587.75,34576.2,34582.6,0,0
2021-07-30 12:23:00,34577.5,34590.9,34576.3,34585.4,0,0
2021-07-30 12:22:00,34573.95,34586.6,34573.95,34582.35,0,0
2021-07-30 12:21:00,34558.15,34576.05,34552.95,34576.05,0,0
2021-07-30 12:20:00,34577.25,34580.4,34558.15,34560.05,0,0
2021-07-30 12:19:00,34573.15,34582.9,34573.15,34582.6,0,0
2021-07-30 12:18:00,34573.75,34577.8,34571.85,34573.25,0,0
2021-07-30 12:17:00,34571.8,34576.5,34570.55,34573,0,0
2021-07-30 12:16:00,34585.85,34587.8,34572.3,34572.3,0,0
2021-07-30 12:15:00,34580.25,34593.55,34579.2,34585.85,0,0
2021-07-30 12:14:00,34573.75,34580.7,34572.4,34578.75,0,0
2021-07-30 12:13:00,34579.4,34581.25,34572.65,34572.65,0,0
2021-07-30 12:12:00,34588.95,34589,34572.7,34579.95,0,0
2021-07-30 12:11:00,34569.75,34589.5,34568.55,34587,0,0
2021-07-30 12:10:00,34570.3,34578.55,34565.9,34569.25,0,0
2021-07-30 12:09:00,34559.25,34571,34559.25,34569.65,0,0
2021-07-30 12:08:00,34562.6,34571.2,34555.65,34562.2,0,0
2021-07-30 12:07:00,34559.3,34570.45,34559.3,34562.7,0,0
2021-07-30 12:06:00,34570.25,34574.55,34558.55,34558.55,0,0
2021-07-30 12:05:00,34558.2,34571.45,34553,34569.3,0,0
2021-07-30 12:04:00,34581.95,34582.35,34558,34558,0,0
2021-07-30 12:03:00,34597.2,34599.15,34581.45,34582,0,0
2021-07-30 12:02:00,34571.95,34600.8,34571.95,34595.5,0,0
2021-07-30 12:01:00,34566.95,34575.9,34566.95,34571.5,0,0
2021-07-30 12:00:00,34568.2,34575.95,34566.5,34568.45,0,0
2021-07-30 11:59:00,34574.3,34574.3,34565.15,34568.1,0,0
2021-07-30 11:58:00,34567.5,34577.1,34566.45,34574.35,0,0
